PLZ,Ort,Gemeinde,Kanton
6773,"Prato (Leventina)","Prato (Leventina)",TI
6774,Dalpe,Dalpe,TI
6775,"Ambrì",Quinto,TI
6776,Piotta,Quinto,TI
6777,Quinto,Quinto,TI
6777,Varenzo,Quinto,TI
6780,Airolo,Airolo,TI
6780,Madrano,Airolo,TI
6781,Bedretto,Bedretto,TI
6781,"Villa Bedretto",Bedretto,TI
6802,Rivera,Monteceneri,TI
6803,Camignolo,Monteceneri,TI
6804,Bironico,Monteceneri,TI
6805,Mezzovico,Mezzovico-Vira,TI
6806,Sigirino,Monteceneri,TI
6807,Taverne,Torricella-Taverne,TI
6808,Torricella,Torricella-Taverne,TI
6809,Medeglia,Monteceneri,TI
6810,Isone,Isone,TI
6814,Cadempino,Cadempino,TI
6814,Lamone,Lamone,TI
6815,Melide,Melide,TI
6816,Bissone,Bissone,TI
6817,Maroggia,Maroggia,TI
6818,Melano,Melano,TI
6821,Rovio,Rovio,TI
6822,Arogno,Arogno,TI
6823,Pugerna,Lugano,TI
6825,Capolago,Mendrisio,TI
6826,"Riva San Vitale","Riva San Vitale",TI
6827,"Brusino Arsizio","Brusino Arsizio",TI
6828,Balerna,Balerna,TI
6830,Chiasso,Chiasso,TI
6832,Pedrinate,Chiasso,TI
6832,Seseglio,Chiasso,TI
6833,Vacallo,Vacallo,TI
6834,"Morbio Inferiore","Morbio Inferiore",TI
6835,"Morbio Superiore",Breggia,TI
6837,Bruzella,Breggia,TI
6837,Caneggio,Breggia,TI
6838,Cabbio,Breggia,TI
6838,Muggio,Breggia,TI
6839,Sagno,Breggia,TI
6850,Mendrisio,Mendrisio,TI
6852,Genestrerio,Mendrisio,TI
6853,Ligornetto,Mendrisio,TI
6854,"S. Pietro",Stabio,TI
6855,Stabio,Stabio,TI
6862,Rancate,Mendrisio,TI
6863,Besazio,Mendrisio,TI
6864,Arzo,Mendrisio,TI
6865,Tremona,Mendrisio,TI
6866,Meride,Mendrisio,TI
6867,Serpiano,"Brusino Arsizio",TI
6872,Salorino,Mendrisio,TI
6872,Somazzo,Mendrisio,TI
6873,Corteglia,"Castel San Pietro",TI
6874,"Castel San Pietro","Castel San Pietro",TI
6875,Campora,"Castel San Pietro",TI
6875,Casima,"Castel San Pietro",TI
6875,Monte,"Castel San Pietro",TI
6877,Coldrerio,Coldrerio,TI
6883,Novazzano,Novazzano,TI
6900,Lugano,Lugano,TI
6900,Massagno,Massagno,TI
6900,Paradiso,Paradiso,TI
6912,Pazzallo,Lugano,TI
6913,Carabbia,Lugano,TI
6914,Carona,Lugano,TI
6915,Pambio-Noranco,Lugano,TI
6916,Grancia,Grancia,TI
6917,Barbengo,Lugano,TI
6918,Figino,Lugano,TI
6919,Carabietta,"Collina d'Oro",TI
6921,"Vico Morcote","Vico Morcote",TI
6922,Morcote,Morcote,TI
6924,Sorengo,Sorengo,TI
6925,Gentilino,"Collina d'Oro",TI
6926,Montagnola,"Collina d'Oro",TI
6927,Agra,"Collina d'Oro",TI
6928,Manno,Manno,TI
6929,Gravesano,Gravesano,TI
6930,Bedano,Bedano,TI
6932,Breganzona,Lugano,TI
6933,Muzzano,Muzzano,TI
6934,Bioggio,Bioggio,TI
6935,"Bosco Luganese",Bioggio,TI
6936,Cademario,Cademario,TI
6937,Breno,"Alto Malcantone",TI
6938,Fescoggia,"Alto Malcantone",TI
6938,Vezio,"Alto Malcantone",TI
6939,Arosio,"Alto Malcantone",TI
6939,Mugena,"Alto Malcantone",TI
6942,Savosa,Savosa,TI
6943,Vezia,Vezia,TI
6944,Cureglia,Cureglia,TI
6945,Origlio,Origlio,TI
6946,"Ponte Capriasca","Ponte Capriasca",TI
6947,Vaglio,Capriasca,TI
6948,Porza,Porza,TI
6949,Comano,Comano,TI
6950,Tesserete,Capriasca,TI
6951,Bogno,Lugano,TI
6951,Colla,Lugano,TI
6951,Cozzo,Lugano,TI
6951,Insone,Lugano,TI
6951,Scareglia,Lugano,TI
6951,"Signôra",Lugano,TI
6952,Canobbio,Canobbio,TI
6953,Lugaggia,Capriasca,TI
6954,Bigorio,Capriasca,TI
6954,"Sala Capriasca",Capriasca,TI
6955,Cagiallo,Capriasca,TI
6955,Oggio,Capriasca,TI
6956,Lopagno,Capriasca,TI
6957,"Roveredo TI",Capriasca,TI
6958,Bidogno,Capriasca,TI
6958,Corticiasca,Capriasca,TI
6959,Certara,Lugano,TI
6959,Cimadera,Lugano,TI
6959,Curtina,Lugano,TI
6959,"Maglio di Colla",Lugano,TI
6959,"Piandera Paese",Lugano,TI
6960,Odogno,Capriasca,TI
6962,Viganello,Lugano,TI
6963,Cureggia,Lugano,TI
6963,Pregassona,Lugano,TI
6964,Davesco-Soragno,Lugano,TI
6965,Cadro,Lugano,TI
6966,"Villa Luganese",Lugano,TI
6967,Dino,Lugano,TI
6968,Sonvico,Lugano,TI
6974,Aldesago,Lugano,TI
6976,Castagnola,Lugano,TI
6977,Ruvigliana,Lugano,TI
6978,Gandria,Lugano,TI
6979,"Brè sopra Lugano",Lugano,TI
6980,Castelrotto,Tresa,TI
6981,Banco,Bedigliora,TI
6981,Bedigliora,Bedigliora,TI
6981,"Beride di Bedigliora",Bedigliora,TI
6981,Bombinasco,Curio,TI
6982,Agno,Agno,TI
6983,Magliaso,Magliaso,TI
6984,Pura,Pura,TI
6986,Curio,Curio,TI
6986,Miglieglia,Miglieglia,TI
6986,Novaggio,Novaggio,TI
6987,Caslano,Caslano,TI
6988,"Ponte Tresa",Tresa,TI
6989,Purasca,Tresa,TI
6990,"Cassina d'Agno",Agno,TI
6991,Neggio,Neggio,TI
6992,Cimo,Bioggio,TI
6992,Vernate,Vernate,TI
6993,Iseo,Bioggio,TI
6994,Aranno,Aranno,TI
6995,"Madonna del Piano",Tresa,TI
6997,Sessa,Tresa,TI
6998,Monteggio,Tresa,TI
6999,Astano,Astano,TI
7000,Chur,Chur,GR
7012,Felsberg,Felsberg,GR
7013,Domat/Ems,Domat/Ems,GR
7014,Trin,Trin,GR
7015,Tamins,Tamins,GR
7016,"Trin Mulin",Trin,GR
7017,"Flims Dorf",Flims,GR
7018,"Flims Waldhaus",Flims,GR
7019,Fidaz,Flims,GR
7023,Haldenstein,Chur,GR
7026,Maladers,Chur,GR
7027,Calfreisen,Arosa,GR
7027,Castiel,Arosa,GR
7027,"Lüen",Arosa,GR
7028,Pagig,Arosa,GR
7028,"St. Peter",Arosa,GR
7029,Peist,Arosa,GR
7031,"Laax GR",Laax,GR
7032,"Laax GR 2",Laax,GR
7050,Arosa,Arosa,GR
7056,Molinis,Arosa,GR
7057,Langwies,Arosa,GR
7058,"Litzirüti",Arosa,GR
7062,Passugg,Churwalden,GR
7063,Praden,Tschiertschen-Praden,GR
7064,Tschiertschen,Tschiertschen-Praden,GR
7074,Malix,Churwalden,GR
7075,Churwalden,Churwalden,GR
7076,Parpan,Churwalden,GR
7077,Valbella,Vaz/Obervaz,GR
7078,Lenzerheide/Lai,Vaz/Obervaz,GR
7082,Vaz/Obervaz,Vaz/Obervaz,GR
7083,Lantsch/Lenz,Lantsch/Lenz,GR
7084,"Brienz/Brinzauls GR",Albula/Alvra,GR
7104,Versam,Safiental,GR
7106,Tenna,Safiental,GR
7107,"Safien Platz",Safiental,GR
7109,Thalkirch,Safiental,GR
7110,Peiden,Lumnezia,GR
7111,Pitasch,Ilanz/Glion,GR
7112,Duvin,Ilanz/Glion,GR
7113,Camuns,Lumnezia,GR
7114,"Uors (Lumnezia)",Lumnezia,GR
7115,Surcasti,Lumnezia,GR
7116,"St. Martin (Lugnez)",Vals,GR
7116,Tersnaus,Lumnezia,GR
7122,Valendas,Safiental,GR
7126,Castrisch,Ilanz/Glion,GR
7127,Sevgein,Ilanz/Glion,GR
7128,Riein,Ilanz/Glion,GR
7130,Ilanz,Ilanz/Glion,GR
7130,Schnaus,Ilanz/Glion,GR
7132,Vals,Vals,GR
7134,Obersaxen,"Obersaxen Mundaun",GR
7137,Flond,"Obersaxen Mundaun",GR
7138,Surcuolm,"Obersaxen Mundaun",GR
7141,Luven,Ilanz/Glion,GR
7142,Cumbel,Lumnezia,GR
7143,Morissen,Lumnezia,GR
7144,Vella,Lumnezia,GR
7145,Degen,Lumnezia,GR
7146,Vattiz,Lumnezia,GR
7147,Vignogn,Lumnezia,GR
7148,Lumbrein,Lumnezia,GR
7149,Vrin,Lumnezia,GR
7151,Schluein,Schluein,GR
7152,Sagogn,Sagogn,GR
7153,Falera,Falera,GR
7154,Ruschein,Ilanz/Glion,GR
7155,Ladir,Ilanz/Glion,GR
7156,Pigniu,Ilanz/Glion,GR
7156,Rueun,Ilanz/Glion,GR
7157,Siat,Ilanz/Glion,GR
7158,Waltensburg/Vuorz,Breil/Brigels,GR
7159,Andiast,Breil/Brigels,GR
7162,Tavanasa,Breil/Brigels,GR
7163,Danis,Breil/Brigels,GR
7164,Dardin,Breil/Brigels,GR
7165,Breil/Brigels,Breil/Brigels,GR
7166,Trun,Trun,GR
7167,Zignau,Trun,GR
7168,Schlans,Trun,GR
7172,Rabius,Sumvitg,GR
7173,Surrein,Sumvitg,GR
7174,"S. Benedetg",Sumvitg,GR
7175,Sumvitg,Sumvitg,GR
7176,Cumpadials,Sumvitg,GR
7180,"Disentis/Mustér","Disentis/Mustér",GR
7182,Cavardiras,"Disentis/Mustér",GR
7183,"Mumpé Medel","Disentis/Mustér",GR
7184,Curaglia,"Medel (Lucmagn)",GR
7185,Platta,"Medel (Lucmagn)",GR
7186,Segnas,"Disentis/Mustér",GR
7187,Camischolas,Tujetsch,GR
7188,Sedrun,Tujetsch,GR
7189,Rueras,Tujetsch,GR
7202,Says,Trimmis,GR
7203,Trimmis,Trimmis,GR
7204,Untervaz,Untervaz,GR
7205,Zizers,Zizers,GR
7206,Igis,Landquart,GR
7208,"Malans GR",Malans,GR
7212,"Seewis Dorf","Seewis im Prättigau",GR
7212,Seewis-Pardisla,"Seewis im Prättigau",GR
7212,Seewis-Schmitten,"Seewis im Prättigau",GR
7213,Valzeina,"Grüsch",GR
7214,"Grüsch","Grüsch",GR
7215,Fanas,"Grüsch",GR
7220,Schiers,Schiers,GR
7222,Lunden,Schiers,GR
7223,"Buchen im Prättigau",Luzein,GR
7224,Putz,Luzein,GR
7226,Fajauna,Schiers,GR
7226,Stels,Schiers,GR
7228,Pusserein,Schiers,GR
7228,Schuders,Schiers,GR
7231,Pragg-Jenaz,Jenaz,GR
7232,Furna,Furna,GR
7233,Jenaz,Jenaz,GR
7235,Fideris,Fideris,GR
7240,"Küblis","Küblis",GR
7241,"Conters im Prättigau","Conters im Prättigau",GR
7242,Luzein,Luzein,GR
7243,Pany,Luzein,GR
7244,"Gadenstätt",Luzein,GR
7245,Ascharina,Luzein,GR
7246,"St. Antönien",Luzein,GR
7247,"Saas im Prättigau",Klosters,GR
7249,Serneus,Klosters,GR
7250,Klosters,Klosters,GR
7252,"Klosters Dorf",Klosters,GR
7260,"Davos Dorf",Davos,GR
7265,"Davos Wolfgang",Davos,GR
7270,"Davos Platz",Davos,GR
7272,"Davos Clavadel",Davos,GR
7276,"Davos Frauenkirch",Davos,GR
7277,"Davos Glaris",Davos,GR
7278,"Davos Monstein",Davos,GR
7302,Landquart,Landquart,GR
7303,Mastrils,Landquart,GR
7304,Maienfeld,Maienfeld,GR
7306,"Fläsch","Fläsch",GR
7307,Jenins,Jenins,GR
7310,"Bad Ragaz","Bad Ragaz",SG
7312,"Pfäfers","Pfäfers",SG
7313,"St. Margrethenberg","Pfäfers",SG
7314,Vadura,"Pfäfers",SG
7315,"Vättis","Pfäfers",SG
7317,Valens,"Pfäfers",SG
7317,"Vasön","Pfäfers",SG
7320,Sargans,Sargans,SG
7323,Wangs,Vilters-Wangs,SG
7324,Vilters,Vilters-Wangs,SG
7325,"Schwendi im Weisstannental",Mels,SG
7326,Weisstannen,Mels,SG
7402,Bonaduz,Bonaduz,GR
7403,"Rhäzüns","Rhäzüns",GR
7404,Feldis/Veulden,Domleschg,GR
7405,Rothenbrunnen,Rothenbrunnen,GR
7407,Trans,Domleschg,GR
7408,Cazis,Cazis,GR
7411,"Sils im Domleschg","Sils im Domleschg",GR
7412,Scharans,Scharans,GR
7413,"Fürstenaubruck","Fürstenau",GR
7414,"Fürstenau","Fürstenau",GR
7415,Pratval,Domleschg,GR
7415,Rodels,Domleschg,GR
7416,Almens,Domleschg,GR
7417,Paspels,Domleschg,GR
7418,Tumegl/Tomils,Domleschg,GR
7419,Scheid,Domleschg,GR
7421,Summaprada,Cazis,GR
7422,Tartar,Cazis,GR
7423,Portein,Cazis,GR
7423,Sarn,Cazis,GR
7424,Dalin,Cazis,GR
7424,"Präz",Cazis,GR
7425,Masein,Masein,GR
7426,Flerden,Flerden,GR
7427,Urmein,Urmein,GR
7428,Tschappina,Tschappina,GR
7430,Rongellen,Rongellen,GR
7430,Thusis,Thusis,GR
7431,Mutten,Thusis,GR
7431,Obermutten,Thusis,GR
7432,Zillis,Zillis-Reischen,GR
7433,Donat,"Muntogna da Schons",GR
7433,"Lohn GR","Muntogna da Schons",GR
7433,Mathon,"Muntogna da Schons",GR
7433,Wergenstein,"Muntogna da Schons",GR
7434,Sufers,Sufers,GR
7435,"Splügen",Rheinwald,GR
7436,"Medels im Rheinwald",Rheinwald,GR
7437,Nufenen,Rheinwald,GR
7438,Hinterrhein,Rheinwald,GR
7440,Andeer,Andeer,GR
7442,Clugin,Andeer,GR
7443,Pignia,Andeer,GR
7444,Ausserferrera,Ferrera,GR
7445,Innerferrera,Ferrera,GR
7446,"Campsut-Cröt",Avers,GR
7447,"Am Bach (Avers)",Avers,GR
7447,"Cresta (Avers)",Avers,GR
7448,Juf,Avers,GR
7450,Tiefencastel,Albula/Alvra,GR
7451,Alvaschein,Albula/Alvra,GR
7452,Cunter,Surses,GR
7453,Tinizong,Surses,GR
7454,Rona,Surses,GR
7455,Mulegns,Surses,GR
7456,Marmorera,Surses,GR
7456,Sur,Surses,GR
7457,Bivio,Surses,GR
7458,Mon,Albula/Alvra,GR
7459,Stierva,Albula/Alvra,GR
7460,Savognin,Surses,GR
7462,Salouf,Surses,GR
7463,Riom,Surses,GR
7464,Parsonz,Surses,GR
7472,Surava,Albula/Alvra,GR
7473,"Alvaneu Bad",Albula/Alvra,GR
7477,Filisur,"Bergün Filisur",GR
7482,"Bergün/Bravuogn","Bergün Filisur",GR
7482,Preda,"Bergün Filisur",GR
7482,Stugl/Stuls,"Bergün Filisur",GR
7484,Latsch,"Bergün Filisur",GR
7492,"Alvaneu Dorf",Albula/Alvra,GR
7493,"Schmitten (Albula)","Schmitten (GR)",GR
7494,"Davos Wiesen",Davos,GR
7500,"St. Moritz","St. Moritz",GR
7502,Bever,Bever,GR
7503,Samedan,Samedan,GR
7504,Pontresina,Pontresina,GR
7505,Celerina/Schlarigna,Celerina/Schlarigna,GR
7512,"Champfèr",Silvaplana,GR
7513,Silvaplana,Silvaplana,GR
7513,Silvaplana-Surlej,Silvaplana,GR
7514,Fex,"Sils im Engadin/Segl",GR
7514,"Sils/Segl Maria","Sils im Engadin/Segl",GR
7515,"Sils/Segl Baselgia","Sils im Engadin/Segl",GR
7516,Maloja,Bregaglia,GR
7517,"Plaun da Lej","Sils im Engadin/Segl",GR
7522,"La Punt Chamues-ch","La Punt Chamues-ch",GR
7523,Madulain,Madulain,GR
7524,Zuoz,Zuoz,GR
7525,S-chanf,S-chanf,GR
7526,Chapella,S-chanf,GR
7526,Cinuos-chel,S-chanf,GR
7527,Brail,Zernez,GR
7530,Zernez,Zernez,GR
7532,Tschierv,"Val Müstair",GR
7533,Fuldera,"Val Müstair",GR
7534,"Lü","Val Müstair",GR
7535,Valchava,"Val Müstair",GR
7536,"Sta. Maria Val Müstair","Val Müstair",GR
7537,"Müstair","Val Müstair",GR
7542,Susch,Zernez,GR
7543,Lavin,Zernez,GR
7545,Guarda,Scuol,GR
7546,Ardez,Scuol,GR
7550,Scuol,Scuol,GR
7551,Ftan,Scuol,GR
7552,Vulpera,Scuol,GR
7553,Tarasp,Scuol,GR
7554,Sent,Scuol,GR
7556,Ramosch,Valsot,GR
7557,"Vnà",Valsot,GR
7558,Strada,Valsot,GR
7559,Tschlin,Valsot,GR
7560,Martina,Valsot,GR
7562,Samnaun-Compatsch,Samnaun,GR
7563,"Samnaun Dorf",Samnaun,GR
7602,Casaccia,Bregaglia,GR
7603,Vicosoprano,Bregaglia,GR
7604,Borgonovo,Bregaglia,GR
7605,Stampa,Bregaglia,GR
7606,Bondo,Bregaglia,GR
7606,Promontogno,Bregaglia,GR
7608,Castasegna,Bregaglia,GR
7610,Soglio,Bregaglia,GR
7710,"Alp Grüm",Poschiavo,GR
7710,"Ospizio Bernina",Poschiavo,GR
7741,"S. Carlo (Poschiavo)",Poschiavo,GR
7742,"La Rösa",Poschiavo,GR
7742,Poschiavo,Poschiavo,GR
7742,"Sfazù",Poschiavo,GR
7743,Brusio,Brusio,GR
7743,Miralago,Poschiavo,GR
7744,Campocologno,Brusio,GR
7745,"Li Curt",Poschiavo,GR
7746,"Le Prese",Poschiavo,GR
7747,Viano,Brusio,GR
7748,Campascio,Brusio,GR
8044,Gockhausen,"Dübendorf",ZH
8050,"Zürich","Zürich",ZH
8102,Oberengstringen,Oberengstringen,ZH
8103,Unterengstringen,Unterengstringen,ZH
8104,"Weiningen ZH","Weiningen (ZH)",ZH
8105,Regensdorf,Regensdorf,ZH
8105,Watt,Regensdorf,ZH
8106,"Adlikon b. Regensdorf",Regensdorf,ZH
8107,"Buchs ZH","Buchs (ZH)",ZH
8108,"Dällikon","Dällikon",ZH
8109,"Kloster Fahr","Würenlos",AG
8112,Otelfingen,Otelfingen,ZH
8113,Boppelsen,Boppelsen,ZH
8114,"Dänikon ZH","Dänikon",ZH
8115,"Hüttikon","Hüttikon",ZH
8117,"Fällanden","Fällanden",ZH
8118,Pfaffhausen,"Fällanden",ZH
8121,Benglen,"Fällanden",ZH
8122,Binz,Maur,ZH
8123,Ebmatingen,Maur,ZH
8124,Maur,Maur,ZH
8125,Zollikerberg,Zollikon,ZH
8126,Zumikon,Zumikon,ZH
8127,Forch,Maur,ZH
8132,"Egg b. Zürich",Egg,ZH
8132,Hinteregg,Egg,ZH
8133,Esslingen,Egg,ZH
8134,Adliswil,Adliswil,ZH
8135,"Langnau am Albis","Langnau am Albis",ZH
8135,"Sihlbrugg Station",Horgen,ZH
8135,Sihlwald,Horgen,ZH
8136,Gattikon,Thalwil,ZH
8142,"Uitikon Waldegg",Uitikon,ZH
8143,Stallikon,Stallikon,ZH
8143,Uetliberg,Stallikon,ZH
8152,Glattbrugg,Opfikon,ZH
8152,"Glattpark (Opfikon)",Opfikon,ZH
8152,Opfikon,Opfikon,ZH
8153,"Rümlang","Rümlang",ZH
8154,"Oberglatt ZH",Oberglatt,ZH
8155,Nassenwil,Niederhasli,ZH
8155,Niederhasli,Niederhasli,ZH
8156,Oberhasli,Niederhasli,ZH
8157,Dielsdorf,Dielsdorf,ZH
8158,Regensberg,Regensberg,ZH
8162,Steinmaur,Steinmaur,ZH
8162,"Sünikon",Steinmaur,ZH
8164,Bachs,Bachs,ZH
8165,Oberweningen,Oberweningen,ZH
8165,Schleinikon,Schleinikon,ZH
8165,"Schöfflisdorf","Schöfflisdorf",ZH
8166,Niederweningen,Niederweningen,ZH
8172,"Niederglatt ZH",Niederglatt,ZH
8173,Neerach,Neerach,ZH
8174,"Stadel b. Niederglatt",Stadel,ZH
8175,Windlach,Stadel,ZH
8180,"Bülach","Bülach",ZH
8181,"Höri","Höri",ZH
8182,Hochfelden,Hochfelden,ZH
8184,"Bachenbülach","Bachenbülach",ZH
8185,Winkel,Winkel,ZH
8187,Weiach,Weiach,ZH
8192,Glattfelden,Glattfelden,ZH
8192,Zweidlen,Glattfelden,ZH
8193,Eglisau,Eglisau,ZH
8194,"Hüntwangen","Hüntwangen",ZH
8195,Wasterkingen,Wasterkingen,ZH
8196,"Wil ZH","Wil (ZH)",ZH
8197,Rafz,Rafz,ZH
8207,Schaffhausen,Schaffhausen,SH
8212,"Neuhausen am Rheinfall","Neuhausen am Rheinfall",SH
8212,Nohl,Laufen-Uhwiesen,ZH
8213,Neunkirch,Neunkirch,SH
8214,"Gächlingen","Gächlingen",SH
8215,Hallau,Hallau,SH
8216,Oberhallau,Oberhallau,SH
8217,Wilchingen,Wilchingen,SH
8218,Osterfingen,Wilchingen,SH
8219,Trasadingen,Trasadingen,SH
8222,Beringen,Beringen,SH
8223,Guntmadingen,Beringen,SH
8224,"Löhningen","Löhningen",SH
8225,Siblingen,Siblingen,SH
8226,Schleitheim,Schleitheim,SH
8228,Beggingen,Beggingen,SH
8231,Hemmental,Schaffhausen,SH
8232,Merishausen,Merishausen,SH
8233,"Bargen SH","Bargen (SH)",SH
8234,"Stetten SH","Stetten (SH)",SH
8235,"Lohn SH","Lohn (SH)",SH
8236,"Büttenhardt","Büttenhardt",SH
8236,"Opfertshofen SH",Thayngen,SH
8239,"Dörflingen","Dörflingen",SH
8240,Thayngen,Thayngen,SH
8241,Barzheim,Thayngen,SH
8242,"Bibern SH",Thayngen,SH
8242,"Hofen SH",Thayngen,SH
8243,"Altdorf SH",Thayngen,SH
8245,Feuerthalen,Feuerthalen,ZH
8246,Langwiesen,Feuerthalen,ZH
8247,Flurlingen,Flurlingen,ZH
8248,Uhwiesen,Laufen-Uhwiesen,ZH
8252,"Schlatt TG","Schlatt (TG)",TG
8253,Diessenhofen,Diessenhofen,TG
8253,Willisdorf,Diessenhofen,TG
8254,Basadingen,Basadingen-Schlattingen,TG
8255,Schlattingen,Basadingen-Schlattingen,TG
8259,Etzwilen,Wagenhausen,TG
8259,Kaltenbach,Wagenhausen,TG
8259,Rheinklingen,Wagenhausen,TG
8259,Wagenhausen,Wagenhausen,TG
8260,"Stein am Rhein","Stein am Rhein",SH
8261,Hemishofen,Hemishofen,SH
8262,Ramsen,Ramsen,SH
8263,"Buch SH","Buch (SH)",SH
8264,Eschenz,Eschenz,TG
8265,Mammern,Mammern,TG
8266,Steckborn,Steckborn,TG
8267,Berlingen,Berlingen,TG
8268,Mannenbach-Salenstein,Salenstein,TG
8268,Salenstein,Salenstein,TG
8269,Fruthwilen,Salenstein,TG
8272,Ermatingen,Ermatingen,TG
8273,Triboltingen,Ermatingen,TG
8274,Gottlieben,Gottlieben,TG
8274,"Tägerwilen","Tägerwilen",TG
8280,Kreuzlingen,Kreuzlingen,TG
8302,Kloten,Kloten,ZH
8303,Bassersdorf,Bassersdorf,ZH
8304,Wallisellen,Wallisellen,ZH
8305,Dietlikon,Dietlikon,ZH
8306,"Brüttisellen","Wangen-Brüttisellen",ZH
8307,Effretikon,Illnau-Effretikon,ZH
8307,"Ottikon b. Kemptthal",Illnau-Effretikon,ZH
8308,Agasul,Illnau-Effretikon,ZH
8308,Illnau,Illnau-Effretikon,ZH
8309,"Nürensdorf","Nürensdorf",ZH
8310,Grafstal,Lindau,ZH
8310,Kemptthal,Lindau,ZH
8311,"Brütten","Brütten",ZH
8312,"Winterberg ZH",Lindau,ZH
8314,Kyburg,Illnau-Effretikon,ZH
8315,Lindau,Lindau,ZH
8317,Tagelswangen,Lindau,ZH
8320,Fehraltorf,Fehraltorf,ZH
8322,"Gündisau",Russikon,ZH
8322,Madetswil,Russikon,ZH
8330,"Pfäffikon ZH","Pfäffikon",ZH
8331,Auslikon,"Pfäffikon",ZH
8332,Rumlikon,Russikon,ZH
8332,Russikon,Russikon,ZH
8335,Hittnau,Hittnau,ZH
8340,Hinwil,Hinwil,ZH
8342,Wernetshausen,Hinwil,ZH
8344,"Bäretswil","Bäretswil",ZH
8345,Adetswil,"Bäretswil",ZH
8352,Elsau,Elsau,ZH
8352,"Ricketwil (Winterthur)",Winterthur,ZH
8353,Elgg,Elgg,ZH
8354,Dickbuch,Elgg,ZH
8354,"Hofstetten ZH",Elgg,ZH
8355,Aadorf,Aadorf,TG
8356,"Ettenhausen TG",Aadorf,TG
8357,"Guntershausen b. Aadorf",Aadorf,TG
8360,"Eschlikon TG",Eschlikon,TG
8360,Wallenwil,Eschlikon,TG
8362,Balterswil,Bichelsee-Balterswil,TG
8363,Bichelsee,Bichelsee-Balterswil,TG
8370,Sirnach,Sirnach,TG
8371,"Busswil TG",Sirnach,TG
8372,"Wiezikon b. Sirnach",Sirnach,TG
8374,Dussnang,Fischingen,TG
8374,"Oberwangen TG",Fischingen,TG
8376,"Au TG",Fischingen,TG
8376,Fischingen,Fischingen,TG
8400,Winterthur,Winterthur,ZH
8404,"Reutlingen (Winterthur)",Winterthur,ZH
8404,"Stadel (Winterthur)",Winterthur,ZH
8412,"Aesch (Neftenbach)",Neftenbach,ZH
8412,"Hünikon (Neftenbach)",Neftenbach,ZH
8412,"Riet (Neftenbach)",Neftenbach,ZH
8413,Neftenbach,Neftenbach,ZH
8414,"Buch am Irchel","Buch am Irchel",ZH
8415,"Berg am Irchel","Berg am Irchel",ZH
8415,"Gräslikon","Berg am Irchel",ZH
8416,Flaach,Flaach,ZH
8418,"Schlatt ZH","Schlatt (ZH)",ZH
8421,"Dättlikon","Dättlikon",ZH
8422,Pfungen,Pfungen,ZH
8424,Embrach,Embrach,ZH
8425,Oberembrach,Oberembrach,ZH
8426,Lufingen,Lufingen,ZH
8427,Freienstein,Freienstein-Teufen,ZH
8427,Rorbas,Rorbas,ZH
8428,"Teufen ZH",Freienstein-Teufen,ZH
8442,Hettlingen,Hettlingen,ZH
8444,Henggart,Henggart,ZH
8447,Dachsen,Dachsen,ZH
8450,Andelfingen,Andelfingen,ZH
8451,Kleinandelfingen,Kleinandelfingen,ZH
8452,"Adlikon b. Andelfingen",Adlikon,ZH
8453,Alten,Kleinandelfingen,ZH
8454,Buchberg,Buchberg,SH
8455,"Rüdlingen","Rüdlingen",SH
8457,Humlikon,Humlikon,ZH
8458,Dorf,Dorf,ZH
8459,Volken,Volken,ZH
8460,Marthalen,Marthalen,ZH
8461,Oerlingen,Kleinandelfingen,ZH
8462,Rheinau,Rheinau,ZH
8463,"Benken ZH","Benken (ZH)",ZH
8464,"Ellikon am Rhein",Marthalen,ZH
8465,Rudolfingen,"Trüllikon",ZH
8465,Wildensbuch,"Trüllikon",ZH
8466,"Trüllikon","Trüllikon",ZH
8467,Truttikon,Truttikon,ZH
8468,Guntalingen,Stammheim,ZH
8468,Waltalingen,Stammheim,ZH
8471,"Berg (Dägerlen)","Dägerlen",ZH
8471,"Bänk (Dägerlen)","Dägerlen",ZH
8471,"Dägerlen","Dägerlen",ZH
8471,"Oberwil (Dägerlen)","Dägerlen",ZH
8471,"Rutschwil (Dägerlen)","Dägerlen",ZH
8472,Seuzach,Seuzach,ZH
8474,Dinhard,Dinhard,ZH
8475,Ossingen,Ossingen,ZH
8476,Unterstammheim,Stammheim,ZH
8477,Oberstammheim,Stammheim,ZH
8478,"Thalheim an der Thur","Thalheim an der Thur",ZH
8479,Altikon,Altikon,ZH
8482,"Sennhof (Winterthur)",Winterthur,ZH
8483,Kollbrunn,"Zell (ZH)",ZH
8484,Neschwil,Weisslingen,ZH
8484,Theilingen,Weisslingen,ZH
8484,Weisslingen,Weisslingen,ZH
8486,"Rikon im Tösstal","Zell (ZH)",ZH
8487,"Rämismühle","Zell (ZH)",ZH
8487,"Zell ZH","Zell (ZH)",ZH
8488,Turbenthal,Turbenthal,ZH
8489,Ehrikon,Wildberg,ZH
8489,Schalchen,Wildberg,ZH
8489,Wildberg,Wildberg,ZH
8492,Wila,Wila,ZH
8493,Saland,Bauma,ZH
8494,Bauma,Bauma,ZH
8495,"Schmidrüti",Turbenthal,ZH
8496,"Steg im Tösstal",Fischenthal,ZH
8497,Fischenthal,Fischenthal,ZH
8498,Gibswil,Fischenthal,ZH
8499,Sternenberg,Bauma,ZH
